email,is_spam
 too much information the saying as i recall is along the lines of put your best foot forward in this case you seem to have put everything forward in a fosbury flop consisting of the best foot the worst foot enough arms for a diety and his consort and even a set of spare limbs from hoffa or the space aliens or whatever it is you keep locked up in the trunk of the bonneville replied in one go in a matter of minutes i do really think this way complete with footnotes so if it s too much information i still stand by my reply i wouldn t be myself if i started off playing games pascal could write short letters when he had the time is editing to provide an executive summary really being untrue to yourself we are all used to a full bore real time rohit streaming but that s because we are already friends of and know to set our buffers accordingly for a stranger s sake it may be best to provide the elevator pitch rohit and negotiate upwards only after a session has been established dave thomas jefferson writes i served with general washington in the legislature of virginia before the revolution and during it with dr franklin in congress i never heard either of them speak for as long as ten minutes at a time ,0
 sorry shrub your political newspeak is falling on deaf ears oh sorry maybe i should self censor my thoughts to avoid being put in a re education camp by ashcrofts gestappo gads maybe someone on fork has joined your t i p s program and became an official citizen spy in disgust elias well the message was clear to me the us wants to start an arms race to jack up their world arms sales monopoly owen ,0
 gary lawrence murphy wrote and say hello to the cool oooo this is going to cause some stir of course not some people just don t want to be confused by the facts for anyone to fully bury global warming they would need to explain why the dramatic increase in coNUMBER concentrations are not increasing the global temperature they would also need to explain why worldwide glaciers are melting faster than they have previously in the historical record that is people need more than refutations they need a compelling alternate explanation hint climate variability doesn t cover all the bases jim ,0
 j jim whitehead ejw cse ucsc edu writes j for anyone to fully bury global warming they would need to j explain why the dramatic increase in coNUMBER concentrations are not j increasing the global temperature they would also need to j explain why worldwide glaciers are melting faster than they j have previously in the historical record the associated links cover that the surface temperature in spots frequented by people is warmer hence all our groundbased sensors reporting global warming although the overall environmental temperature is decreasing apparently the real news is not that there is no global warming but that our models of the warming were seriously flawed by naive convection models this too was not news to the theoreticians all that has happened is that nasa has confirmed the naiive convection concerns gary lawrence murphy garym URL teledynamics communications blog URL biz URL computers are useless they can only give you answers picasso ,0
 the historical record by which you mean human historical record is highly overrated nigh worthless when you are talking about geological timescales even on topics with as short a timescale as climate my problem with global warming or cooling for that matter is that the supposedly profound recent changes in temperature both in absolute terms and as a function time very arguably fall well below the noise floor of the natural fluctuations that have occurred over the last NUMBER NUMBER years both in terms of absolute average temperature and the rate of temperature change people unfamiliar with history of global temperature since the advent of modern humans may think that a degree here or there over a century is a lot not realizing that global temperatures regularly whipsaw with far greater extremity i therefore immediately dismiss any theory of global warming that cannot explain why temperatures whipsawed more severely in pre history than in the last couple thousand years which have been relatively calm by geological standards this is a very inconvenient fact for people trying to use climate to push a particular social agenda it is worth noting that underneath the receding glaciers deposited during the last major ice age they are finding substantial evidence of humans living in what was a nice temperate climate before the glaciers paved over their civilization the receding glaciers have turned into a bit of an archaeological treasure chest as they expose artifacts buried in and underneath them as they shrink that have been preserved by the ice for thousands of years i don t see any compelling reason to save the glaciers anyway particularly in light of the fact that their existence has always been transient for anyone to insist that the current negligible fluctuations are anthropogenic just heaps one ridiculous assertion upon another i ll just stick with occam s razor for now in my humble opinion cheers james rogers jamesr URL on mon NUMBER NUMBER NUMBER at NUMBER NUMBER jim whitehead wrote for anyone to fully bury global warming they would need to explain why the dramatic increase in coNUMBER concentrations are not increasing the global temperature they would also need to explain why worldwide glaciers are melting faster than they have previously in the historical record that is people need more than refutations they need a compelling alternate explanation hint climate variability doesn t cover all the bases ,0
 for anyone to fully bury global warming they would have to bury the greens a green once said that if the spotted owl hadn t existed they would have had to invent it so it is with global warming their fundamental opposition isn t to a warmer earth it is to industrial civilization the fact that the sattelites didn t match what the global warming theorists said should be there is old news the news here is that the temperature measures via sattelite have gotten even better and they have been validated with a different means of measurement rather than have to defend coNUMBER concentrations as not causing global warming people who believe in coNUMBER need a good explanation of the medieval warm period said period was warmer than what we have now and it obvioiusly wasn t caused by coNUMBER in point of fact the predicted global warming due to coNUMBER is not caused directly by coNUMBER coNUMBER doesn t trap that much heat water vapor does and if you can get more water vapor in the air due to coNUMBER then you have your warming theory yet it would seem that the very stability of the earth s climate over long periods argues not for an unstable system with positive feedback loops but one where negative feedback loops predominate more water vapor can increase temperatuers but that also leads to more clouds clouds both trap heat and reflect it so it depends a great deal on how the cloud formation shakes out most climate models admit they do clouds very poorly a good link is URL NUMBERa original message from fork admin URL mailto fork admin URL on behalf of jim whitehead sent monday september NUMBER NUMBER NUMBER NUMBER pm to robert harley fork URL subject re goodbye global warming gary lawrence murphy wrote and say hello to the cool oooo this is going to cause some stir of course not some people just don t want to be confused by the facts for anyone to fully bury global warming they would need to explain why the dramatic increase in coNUMBER concentrations are not increasing the global temperature they would also need to explain why worldwide glaciers are melting faster than they have previously in the historical record that is people need more than refutations they need a compelling alternate explanation hint climate variability doesn t cover all the bases jim ,0
 j for anyone to fully bury global warming they would need to j explain why the dramatic increase in coNUMBER concentrations are not j increasing the global temperature you have not explained why the increase in coNUMBER concentrations is not contributing to increasing global temperature this too was not news to the theoreticians all that has happened is that nasa has confirmed the naiive convection concerns precisely which theoreticians do you mean what exactly do you mean by a global warming theoretician scientists in this area don t use that term i assure you that not all scientists performing modeling of global temperature phenomena agree with your assertions jim ,0
 the historical record by which you mean human historical record is highly overrated nigh worthless when you are talking about geological timescales even on topics with as short a timescale as climate there has been a significant recent increase in global coNUMBER concentrations the vast preponderance of the new coNUMBER in the atmosphere is due to human activity starting around the industrialization of europe and accelerating after wwii most scientists studying global climate change believe that these increased coNUMBER concentrations are the primary causal agent for increased global warming hence our interest in items of human time scale it is worth noting that underneath the receding glaciers deposited during the last major ice age they are finding substantial evidence of humans living in what was a nice temperate climate before the glaciers paved over their civilization the receding glaciers have turned into a bit of an archaeological treasure chest as they expose artifacts buried in and underneath them as they shrink that have been preserved by the ice for thousands of years i don t see any compelling reason to save the glaciers anyway particularly in light of the fact that their existence has always been transient most global climate change scientists would agree that temperatures in the past have often been much warmer than today the point of global warming isn t to save the earth the planet is not sentient the point is to understand and potentially reduce the impact of increasing temperatures on global human activity for anyone to insist that the current negligible fluctuations are anthropogenic just heaps one ridiculous assertion upon another i ll just stick with occam s razor for now the increase in atmospheric coNUMBER concentration is due to human activity it is generally accepted that increases in coNUMBER in a closed environment subject to solar heating retain more of that solar energy this is the current best explanation for the high temperature of venus if the coNUMBER concentration goes up globally which it has then theory states the earth should be retaining greater solar energy this process may be slow and may be difficult to monitor due to the variability of temperatures worldwide i encourage you to refute any part of this causal chain linking coNUMBER to eventual increases in global energy content part of which will be evident as heat jim ,0
 original message from james rogers jamesr best com it is worth noting that underneath the receding glaciers deposited during the last major ice age they are finding substantial evidence of humans living in what was a nice temperate climate before the glaciers paved over their civilization the receding glaciers have turned into a bit of an archaeological treasure chest as they expose artifacts buried in and underneath them as they shrink that have been preserved by the ice for thousands of years got bits ,0
 original message from john hall johnhall evergo net a green once said that if the spotted owl hadn t existed they would have had to invent it a republican once said i am not a crook ,0
 a green once said that if the spotted owl hadn t existed they would have had to invent it a republican once said i am not a crook oh great another round of lableisms let me know when you get back to real data ,0
i ve seen articles on this type of stuff passing through various forums for several years i ve always found archaeology interesting for no particular reason here is a recent article from u s news that i actually still have in the dank recesses of my virtual repository james rogers jamesr URL URL defrosting the past ancient human and animal remains are melting out of glaciers a bounty of a warming world by alex markels as he hiked near colorado s continental divide in the summer of NUMBER ed knapp noticed a strange shape jutting from a melting ice field at NUMBER NUMBER feet it looked like a bison skull the building contractor and amateur archaeologist recalls i thought that s strange bison don t live this high up knapp brought the skull to the denver museum of nature and science where scientists last month announced that it was indeed from a bison one that died about NUMBER years ago this was an extraordinary discovery says russ graham the museum s chief curator adding that it could alter notions of the mountain environment centuries ago there s probably a lot more like it yet to be found and not just bison colorado isn t the only place where glaciers and snowfields are melting decades of unusual warmth in regions from peru to alaska a trend some think is linked to emissions from cars and industry have shrunk or thawed many of the world s NUMBER NUMBER glaciers as the ice recedes a treasure trove of human and animal artifacts is emerging extraordinarily well preserved after centuries in the deep freeze the fabrics wood bone and dna rich tissue found on the mucky fringes of the ice are revising scientists understanding of our predecessors health habits and technology and the prey they pursued it s mind boggling how many different fields are being advanced through studying these remains says johan reinhard a high altitude archaeologist and explorer in residence at the national geographic society rare spectacular finds like the frozen mummies he discovered in the andes of peru in the NUMBERs and the legendary NUMBER NUMBER year old ice man found at the edge of a receding glacier in the alps in NUMBER have offered time capsules of cultural and biological information now as the ice continues to retreat it is yielding not just occasional treasures but long records of humans and animals in the high mountains vanishing act the trick is finding such specimens before mother nature and looters take them first once uncovered frozen remains can deteriorate within hours or be gnawed by animals moreover they re often so well preserved when they emerge that people who come upon them don t even realize they re ancient that was the case when three men hunting sheep near a high glacier in british columbia canada three years ago saw what they thought was a dead animal it looked a little like sealskin buried in the ice recalls warren ward a teacher from nearby nelson but when i looked closer i could see leather fringe from a coat and finger bones figuring they had found the remains of another hunter or perhaps a fur trapper the men stowed a flint knife and other artifacts in a zip loc bag and delivered them to local officials archaeologists later exhumed the fallen hunter s body along with a woven hat fur clothing and what seemed to be a medicine bag carbon dating revealed that the hunter lived about NUMBER years ago dubbed kwaday dan ts inchi or long ago person found by people of the champagne and aishihik first nations who may be his direct descendants he is perhaps the best preserved human from the period ever found in north america other findings from melting ice in the neighboring yukon region could explain what that long ago person was doing in the mountains in the first place before this there was no archaeological record of people living here says greg hare a yukon government archaeologist now we see that this area was very much part of people s seasonal activities like ward s discovery the search began by chance when kristin benedek caught a whiff of what smelled like a barnyard as she and her husband gerry kuzyk hunted sheep at NUMBER NUMBER feet in the mountains of the south yukon they followed the scent to a melting patch of ice covered in caribou dung it was really odd because i knew there hadn t been caribou in the area for at least NUMBER years recalls kuzyk then a wildlife biologist with the yukon government caribou cake returning a week later he found what looked like a pencil with string wrapped around it it turned out to be a NUMBER NUMBER year old atlatl or spear thrower further investigation of the ice patch and scores of others around the region revealed icy layer cakes filled with caribou remains and human detritus chronicling NUMBER NUMBER years of changing hunting practices scientists now believe ancient caribou and other animals flocked to the ice each summer to cool down and escape swarming mosquitoes and flies hunters followed the game they returned for centuries and discarded some equipment in the ice we ve got people hunting with throwing darts up until NUMBER NUMBER years ago says hare who now oversees the research project then we see the first appearance of the bow and arrow about NUMBER NUMBER years ago and by NUMBER NUMBER years ago there s no more throwing darts now scientists are trying to make the search less a matter of luck they are developing sophisticated computer models that combine data on where glaciers are melting fastest and where humans and animals are known to have migrated to pinpoint the best places to search in alaska s wrangell and st elias mountain ranges the united states most glaciated terrain and in the andes johan reinhard thinks the fast thawing european alps could also deliver more findings perhaps as exquisite as the ice man global warming is providing us high altitude archaeologists with some fantastic opportunities right now we re probably about the only ones happy about it ,0
 a cheeky letter to the editors of the economist follows along with the article i was commenting on rohit in your article about chinese attempts to censor google last week the search goes on sept NUMBERth the followup correctly noted that the most subversive aspect of google s service is not its card catalog which merely points surfers in the right direction but the entire library by maintaining what amounts to a live backup of the entire world wide web if you can get to google s cache you can read anything you d like the techniques chinese internet service providers are using to enforce these rules however all depend on the fact that traffic to and from google or indeed almost all public websites is unencrypted almost all web browsers however include support for secure sockets layer ssl encryption for securing credit card numbers and the like upgrading to ssl makes it effectively impossible for a man in the middle to meddle censorship would have to be imposed on each individual computer in china the only choice left is to either ban the entire site range of ip addresses but not the kind of selective filtering reported on in the article of course the additional computing power to encrypt all this traffic costs real money if the united states is so concerned about the free flow of information why shouldn t the broadcasting board of governors sponsor an encrypted interface to google or for that matter the rest of the web to date public diplomacy efforts have focused on public sector programming for the voice of america radio sawa and the like just imagine if the us government got into the business of subsidizing secure access to private sector media instead nothing illustrates the freedom of the press as much as the wacky excess of the press itself and most of it is already salted away at google and the internet archive project on second thought i can hardly imagine this administration promoting the use of encryption to uphold privacy rights never mind best rohit khare the search goes on china backtracks on banning google up to a point sep NUMBERth NUMBER beijing from the economist print edition in chinese the nickname for google an american internet search engine is gougou meaning doggy for the country s fast growing population of internet users NUMBERm according to an official estimate it is proving an elusive creature earlier this month the chinese authorities blocked access to google from internet service providers in china apparently because the search engine helped chinese users to get access to forbidden sites now after an outcry from those users access has been restored an unusual climbdown by china s zealous internet censors hardly more sophisticated controls have now been imposed that make it difficult to use google to search for material deemed offensive to the government access is still blocked to the cached versions of web pages taken by google as it trawls the internet these once provided a handy way for chinese users to see material stored on blocked websites after the blocking of google on august NUMBERst many chinese internet users posted messages on bulletin boards in china protesting against the move their anger was again aroused last week when some chinese internet providers began rerouting users trying to reach the blocked google site to far less powerful search engines in china duncan clark the head of a beijing based technology consultancy firm bda china ltd says china is trying a new tactic in its efforts to censor the internet until recently it had focused on blocking individual sites including all pages stored on them now it seems to be filtering data transmitted to or from foreign websites to search for key words that might indicate undesirable content for example earlier this week when using eastnet a beijing based internet provider a search on google for falun gong a quasi buddhist exercise sect outlawed in china usually aborted before all the results had time to appear such a search also rendered google impossible to use for several minutes ,0
sorry i just had a run in with a neighbor whom i ve never met before who pigeonholed me within one minute after i asked a question he said are you one of them environmentalists for some reason that narrowminded attitude of not listening to what i was saying and categorizing me into a box in his little paranoid republican fantasy world just pissed me off sheesh i ve been out of work too long original message from tom tomwhore slack net to mr fork fork_list hotmail com cc fork fork spamassassin taint org sent monday september NUMBER NUMBER NUMBER NUMBER pm subject re goodbye global warming a green once said that if the spotted owl hadn t existed they would have had to invent it a republican once said i am not a crook oh great another round of lableisms let me know when you get back to real data ,0
 from bitbitch URL mailto bitbitch URL burbank says the tax would reach only a pre selected group of consumers who are wealthier than those who drink drip so he s been pitching it as a modern day robin hood tax where the needy get a dime every time the affluent spend NUMBER to NUMBER on an espresso the people who pour the espresso aren t rich an interesting issue might be how it affects employment still it is a NUMBER or less sales tax that might not make that big of a difference the costs of tracking revenue and collecting the tax might be onerous worse than the cost of the tax itself me i hate coffee anyway but if they put a NUMBER can tax on diet dr pepper i might have to start buying them in oregon yes i drink that much diet dr pepper ,0
i love the absurd sense of humor it takes to build up such an elaborate evening only to note that even if the date s a bust you can always have a hundred people up for cocktails in your penthouse suite at the end of the night personally i d put one point in favor of the redwood room over lapis on a weeknight you can still whip out a tibook and write since it s a hotel bar and it seems to give people all sorts of license to interrogate you as to why you re writing with a double of scotch best rohit five best ways to impress your date you ve met the biped of your dreams at the corner laundromat and wonder of wonders she s agreed to go out with you this saturday don t blow it follow the instructions below and even if you impress your date so much you never see her again your evening will be a memorable one all you need are a chauffeur a change of clothes and several hundred thousand dollars luxury suite at pacific bell park third and king streets NUMBER NUMBER URL kick off your date with an afternoon at the ballpark not just any ballpark but just about the best ballpark in the country and not in some drafty behind the plate box seat but in one of the park s lushly accessorized luxury suites an elevator whisks you from a private entrance on willie mays plaza to your dwelling place above the infield besides the excellent views of the bay the park and the giants in action there s a balcony a wet bar a refrigerator two televisions a stereo cd player a dual line phone internet access room service and a concierge to call you a cab or make your restaurant reservations for you no one is admitted without proper clearance ensuring your utmost privacy next pull yourself together for cocktails at lapis pier NUMBER embarcadero at bay NUMBER NUMBER URL now that the redwood room has devolved into just another velvet rope yuppie hangout the city has no clear cut top of the line cocktail lounge such as chicago s pump room or new york s king cole bar although maxfield s the compass rose and the top of the mark are excellent runners up best of all is lapis where the wannabe noel coward can sip an estimable gibson in the lounge adjoining the dining room the dramatically backlit bar is framed by lush bronze draperies that complement the room s deep blue setting and towering ceilings give the lounge a graceful airy ambience floor to ceiling windows provide a lush panorama of the bay and the hills beyond dinner at the dining room ritz carlton hotel NUMBER stockton between pine and california NUMBER NUMBER URL your next stop on the road to beguilement is one of the handsomest dining rooms in the country the tranquil sounds of a harp underscore a sumptuous setting of polished mahogany soft linens and fine crystal gleaming in the candlelight chef sylvain portay prepares luxurious nouvelle cuisine in several courses lobster salad with caviar cream turbot with crayfish and truffles roasted squab with port marinated figs saffron poached pear with guanaja chocolate gratin sommelier stéphane lacroix maintains a fabulous cellar the service is impeccable and inviting and intimate discourse is practically inevitable next charter the rendezvous from rendezvous charters pier NUMBER in south beach harbor NUMBER NUMBER URL nothing s more enticing than an evening cruise around san francisco bay and the islands bridges and lights of the city are especially entrancing viewed from this vintage brigantine schooner built in NUMBER and recently restored to its former glory the NUMBER foot rendezvous looks like a clipper ship out of the gold rush era with its NUMBER foot masts and square rigged sails intricately carved mahogany pecan ash and rosewood accent the brass railed velvet cushioned rooms below decks the perfect spot for a sip of veuve cliquot and some subtle canoodling penthouse suite at the fairmont hotel NUMBER mason between california and sacramento NUMBER NUMBER URL last but not least escort your companion to what has been described as the most expensive hotel accommodation in the world the fairmont s elaborate penthouse the eight room suite including three bedrooms three baths a dining room a library a billiard room a fully equipped kitchen and a living room with fireplace and baby grand piano comes with its own maid butler and limousine and is accessed by private elevator the library alone is worth investigating two circular floors of books encapsulated by a domed ceiling etched with the constellations the view from the terrace is enthralling and even if the date s a bust you can always have a hundred people up for cocktails URL originally published may NUMBER NUMBER ,0
 the further googlization of my screentimes news no not just news google news i love the line that tells me how fresh stale the news item is phreaking cewl so far i like the content range ,0
the damn federalists are at it again another bumsrush on oregons states rights being a NUMBER year translplant out here i say the best thing to do is bring back the plans to make the state of jefferson then have oregon washington and jefferson break away from the union URL san francisco california cnn the u s justice department filed an appeal monday to overturn a federal judge s ruling that upheld oregon s doctor assisted suicide law a spokesman for oregon attorney general hardy myers said the state views the appeal as same story different day oregon voters approved doctor assisted suicide twice in ballot initiatives in NUMBER and NUMBER but in november u s attorney general john ashcroft warned oregon doctors they would be prosecuted under federal law if they prescribed lethal doses of drugs for dying patients ,0
sf weekly nothing s more enticing than an evening cruise around san francisco bay and the islands bridges and lights of the city are especially entrancing viewed from this vintage brigantine schooner built in NUMBER and recently restored to its former glory the NUMBER foot rendezvous looks like a clipper ship out of the gold rush era with its NUMBER foot masts and square rigged sails that sounds like fun but it sets the wrong precedent here s the better idea invite her for an afternoon cruise under the golden gate bridge in your stonehorse day sailor under way ask her if she d like to take the stick back at slip cook her dinner something simple but good maybe a stir fry or a stew served in the cockpit with an inexpensive but potable wine if she runs away after that tis good riddance if she wants to try it again another day she shows promise if she asks you to show her the v berth you have a girlfriend if she notes your brightwork needs another coat and asks what you re using on it propose on the spot _________________________________________________________________ msn photos is the easiest way to share and print your photos URL ,0
on mon NUMBER sep NUMBER russell turpin wrote here s the better idea invite her for an afternoon cruise under the golden gate bridge in your stonehorse day sailor good way heres one that worked for me work on a database project with that person after a while hand her the keyboard to go get some lunch if when you come back she is talking to the person in the next cube about survivor all the time you were gone go for the one night boom boom plan if when you return she has read thru the help screen to try to figure out what your working on go fro the week long dine and do with options for more if she finishes the help docs and does some code if when you come back she has done some work on the db s infrastructure cleaned up your code and made a few additions to make it work better and figures that since you have done enough work for the day asks that you bring lunch and your lap top to the big screen projection room to watch your new dvd of startship troopers marry her ,0
 rare virgin shark births reported in detroit voice of america NUMBER hours ago a female shark has become a single mother in the strictest sense of the term officials at detroit s belle isle aquarium say a shark there recently produced three babies in an event they are calling virgin births URL URL URL ,0
first misattribution i did not write the blurb below i made one statement about vp cheney only to wit that he has a short memory i couldn t agree with you more on this in short then economics is not a zero sum game property is not theft the rich don t get rich off the backs of the poor and redistributionist labor theory of value happy horseshit is just that horseshit happy or otherwise however i resent being lumped in a zero sum zealot category for suggesting nothing more than that rich and successful at face value is apropos of nothing and i am beginning to understand that people who immediately and so fiercely object to my ad hominem re cheney align themselves weird sylogisms like if rich then deservedly or if rich then smarter given that i am also beginning to understand why some people need to be rich wrt to meritocracies all hail meritocracies wrt harvard over NUMBER of NUMBER graduates were cum laude interesting curve those eager to be measured got their wish those unwashed shy folk who just live it provide the balast speaking of forbes was reading about peter norton just today in an old issue while waiting for my doctor norton attributes his success to luck imagine geege original message from r a hettinga mailto rah shipwright com sent sunday september NUMBER NUMBER NUMBER NUMBER pm to geege schuman owen byrne cc gary lawrence murphy mr fork fork spamassassin taint org digital bearer settlement list subject comrade communism was re crony capitalism was re sed s united states roman empire g begin pgp signed message hash shaNUMBER at NUMBER NUMBER am NUMBER on NUMBER NUMBER NUMBER geege schuman wrote most of them seem to have ivy league educations or are ivy league dropouts suggesting to me that they weren t exactly poor to start with actually if i remember correctly from discussion of the list s composition in forbes about five or six years ago the best way to get on the forbes NUMBER is to have no college at all can you say bootstraps boys and girls i knew you could given that an undergraduate liberal arts degree from a state school like say mine is nothing but stuff they should have taught you in a government run high school you ll probably get more of those on the forbes NUMBER as well as time goes on if we ever get around to having a good old fashioned government collapsing transfer payment depression an economic version of this summer s government forest conflagration caused by the same kind of innumeracy that not clear cutting enough forests did out west this summer that should motivate more than a few erst slackers out there including me to learn to actually feed themselves the next category on the forbes NUMBER list is someone with a terminal professional degree like an mba phd md etc from the best school possible why because as of about NUMBER the best way to get into harvard for instance is to be smart not rich don t take my word for it ask their admissions office look at the admissions stats over the years for proof meritocracy american style was invented at the ivy league after world war ii even stanford got the hint and of course chicago taught them all how right practically nobody who goes to a top NUMBER american institution of higher learning can actually afford to go there these days unless of course their parents who couldn t afford to go there themselves got terminal degrees in the last NUMBER years or so and their kids still had to get the grades and biased by intelligence test scores to get in the bizarre irony is that almost all of those people with terminal degrees until they actually own something and hire people or learn to make something for a living all day on a profit and loss basis persist in the practically insane belief like life after death that economics is some kind of zero sum game that dumb people who don t work hard for it make all the money and if someone is smart works hard and is rich then they stole their wealth somehow btw none of you guys out there holding the short end of this rhetorical stick can blame me for the fact that i m using it to beat you severely all over your collective head and shoulders you were apparently too dumb to grab the right end i went to missouri and i don t have a degree in anything actually useful much less a terminal one which means i m broker than anyone on this list it s just that you of all people lots with educations far surpassing my own should just plain know better the facts speak for themselves if you just open your eyes and look there are no epicycles the universe does not orbit the earth and economics is not a zero sum game the cost of anything including ignorance and destitution is the forgone alternative in this case intelligence and effort i will however admit to being educated waay past my level of competence and by the way you discuss economics so have you apparently btw if we ever actually had free markets in this country including the abolition of redistributive income and death taxes all those smart people in the forbes NUMBER would have more money and there would be more self made people on that list in addition most of the people who inherited money on the list would have much less of it not even relatively speaking finally practically all of that new money would have come from economic efficiency and not stolen from someone else investment bubbles or not that efficiency is called progress for those of you in the people s republics of berkeley or cambridge it means more and better stuff cheaper over time a terrible petit bourgeois concept apparently not worthy of teaching by the educational elite or you d know about it by now in economic terms it s also called an increase in general welfare and no virginia i m not talking about extorting money from someone who works and giving it to someone who doesn t in order to keep them from working and they can think of some politician as santa claus come election time in short then economics is not a zero sum game property is not theft the rich don t get rich off the backs of the poor and redistributionist labor theory of value happy horseshit is just that horseshit happy or otherwise to believe otherwise is quite literally given the time marx wrote capital and the manifesto romantic nonsense cheers rah begin pgp signature version pgp NUMBER NUMBER iqa awubpyNUMBERcpxhNUMBERjfNUMBERohaeqlasgcfzhsqmsvuyNUMBERgqjNUMBERwglNUMBERdwzkpihmanrur yyboc icylpNUMBERtlklNUMBERjpwefu zNUMBER end pgp signature r a hettinga mailto rah ibuc com the internet bearer underwriting corporation URL NUMBER farquhar street boston ma NUMBER usa however it may deserve respect for its usefulness and antiquity predicting the end of the world has not been found agreeable to experience edward gibbon decline and fall of the roman empire ,0
good idea this could also be a job for pNUMBERp lots of people would love to devote their spare cycles bandwidth and unblocked ip addresses to giving the chinese unfettered net access in a sense this is what the peek a booty project does URL but let s play out the next few moves good guys google enables ssl access bad guys chinese government again blocks all access to google domains good guys set up google proxies on ever changing set of hosts peek a booty bad guys ban ssl or any unlicensed opaque traffic at the national firewall good guys hide google traffic inside other innocuous looking activity bad guys require nationwide installation of client side netnannyish software good guys offer software which disables spoofs monitoring software bad guys imprison and harvest organs from people found using monitoring disabling software and on and on the best we can hope is that technological cleverness by raising the costs of oppression or by provoking intolerable oppression brings social liberalization sooner rather than later gordon original message from rohit khare khare alumni caltech edu to fork spamassassin taint org sent monday september NUMBER NUMBER NUMBER NUMBER pm subject how about subsidizing ssl access to google a cheeky letter to the editors of the economist follows along with the article i was commenting on rohit in your article about chinese attempts to censor google last week the search goes on sept NUMBERth the followup correctly noted that the most subversive aspect of google s service is not its card catalog which merely points surfers in the right direction but the entire library by maintaining what amounts to a live backup of the entire world wide web if you can get to google s cache you can read anything you d like the techniques chinese internet service providers are using to enforce these rules however all depend on the fact that traffic to and from google or indeed almost all public websites is unencrypted almost all web browsers however include support for secure sockets layer ssl encryption for securing credit card numbers and the like upgrading to ssl makes it effectively impossible for a man in the middle to meddle censorship would have to be imposed on each individual computer in china the only choice left is to either ban the entire site range of ip addresses but not the kind of selective filtering reported on in the article of course the additional computing power to encrypt all this traffic costs real money if the united states is so concerned about the free flow of information why shouldn t the broadcasting board of governors sponsor an encrypted interface to google or for that matter the rest of the web to date public diplomacy efforts have focused on public sector programming for the voice of america radio sawa and the like just imagine if the us government got into the business of subsidizing secure access to private sector media instead nothing illustrates the freedom of the press as much as the wacky excess of the press itself and most of it is already salted away at google and the internet archive project on second thought i can hardly imagine this administration promoting the use of encryption to uphold privacy rights never mind best rohit khare the search goes on china backtracks on banning google up to a point sep NUMBERth NUMBER beijing from the economist print edition in chinese the nickname for google an american internet search engine is gougou meaning doggy for the country s fast growing population of internet users NUMBERm according to an official estimate it is proving an elusive creature earlier this month the chinese authorities blocked access to google from internet service providers in china apparently because the search engine helped chinese users to get access to forbidden sites now after an outcry from those users access has been restored an unusual climbdown by china s zealous internet censors hardly more sophisticated controls have now been imposed that make it difficult to use google to search for material deemed offensive to the government access is still blocked to the cached versions of web pages taken by google as it trawls the internet these once provided a handy way for chinese users to see material stored on blocked websites after the blocking of google on august NUMBERst many chinese internet users posted messages on bulletin boards in china protesting against the move their anger was again aroused last week when some chinese internet providers began rerouting users trying to reach the blocked google site to far less powerful search engines in china duncan clark the head of a beijing based technology consultancy firm bda china ltd says china is trying a new tactic in its efforts to censor the internet until recently it had focused on blocking individual sites including all pages stored on them now it seems to be filtering data transmitted to or from foreign websites to search for key words that might indicate undesirable content for example earlier this week when using eastnet a beijing based internet provider a search on google for falun gong a quasi buddhist exercise sect outlawed in china usually aborted before all the results had time to appear such a search also rendered google impossible to use for several minutes ,0
